FENCE_ID|FENCE_TYPE|BELONG_AREA
斗西路(湖滨南路至厦禾路段) _L_8|0|厦门
体育路0_L_1|0|厦门
金湖路_L_A19011|0|厦门
吕岭路(前埔路与前埔东路段) _R_1|0|厦门
曾厝垵北路(龙虎山路至曾厝垵西路段)_L_5|0|厦门
机场北路_R_9|0|厦门
厦禾路_L_A10005|0|厦门
屿浦路_L_7|0|厦门
厦禾路(角滨路至湖滨西路) _L_4|0|厦门
创新路0_R_2|0|厦门
环岛南路(天泉西路至龙虎山路)_L_7|0|厦门
钟宅路(环岛干道至环岛东路)_R_10|0|厦门
七星路(体育路至湖滨北路)_R_3|0|厦门
故宫东路0_L_2|0|厦门
市政8|0|厦门
枋湖北二路0_R_10|0|厦门
厦禾路(莲前西路至站东二路段)_R_7|0|厦门
五缘湾道0_R_18|0|厦门
安岭路_R_29|0|厦门
故宫路0_L_6|0|厦门
长岸路(殿前一路至高殿路段)_R_4|0|厦门
环岛南路_L_A07001|0|厦门
海天路0_L_14|0|厦门
湖滨六里_L_4|0|厦门
展鸿路0_R_11|0|厦门
新丰三路_R_4|0|厦门
高崎北路_R_6|0|厦门
角滨路(禾祥西路至湖滨南路) _L_6|0|厦门
金山路0_R_A04006|0|厦门
湖滨南路(湖滨中路至白鹭洲路段)_R_10|0|厦门
体育路0_L_6|0|厦门
厦禾路0_L_63|0|厦门
湖滨南路0_R_34|0|厦门
白鹭洲路(禾祥西路与湖滨南路段)_R_8|0|厦门
长浩路0_L_A17007|0|厦门
华荣路0_R_15|0|厦门
南山路(嘉禾路至华容路段)_R_14|0|厦门
厦禾路(白鹭洲路与角滨路段)_L_40|0|厦门
禾祥东路(后埭溪路与湖滨东路段)_R_9|0|厦门
湖光路0_R_15|0|厦门
厦禾路0_L_35|0|厦门
湖里大道(华荣路至长安路段)_R_4|0|厦门
湖里大道0_L_3|0|厦门
槟城道0_L_A28006|0|厦门
湖里大道(华荣路至长安路段)_R_7|0|厦门
创新路(马垅路至火炬路)_R_1|0|厦门
厦禾路0_L_55|0|厦门
禾祥西路(斗西路至豆仔尾路) _L_2|0|厦门
吕岭路(环岛干道至环岛东路段)_L_4|0|厦门
湖滨东路(湖滨南路至槟榔路段)_R_1|0|厦门
台南路_R_6|0|厦门
禾祥西路(白鹭洲路至湖滨中路)_R_10|0|厦门
厦禾路0_R_9|0|厦门
枋湖西路0_L_5|0|厦门
莲景路_R_10|0|厦门
嘉禾路0_L_13|0|厦门
岐山路(安岭路至岐山北路)_L_5|0|厦门
嘉禾路(莲前西路至吕岭路段)_R_14|0|厦门
湖滨中路0_L_19|0|厦门
斗西路(湖滨南路至厦禾路段) _L_6|0|厦门
湖滨北路(莲岳路至嘉禾路段 )_L_11|0|厦门
翔远一路_L_2|0|厦门
火炬路_R_2_A|0|厦门
湖滨中路0_R_32|0|厦门
岭兜五路0_L_5|0|厦门
仙岳路0_R_17|0|厦门
建业路0_R_2|0|厦门
莲花北路0_R_1|0|厦门
湖滨北路0_R_7|0|厦门
江头南路(江头西路到台湾街段)_L_8|0|厦门
湖滨南路0_R_1|0|厦门
长青路0_L_8|0|厦门
高殿路0_R_3|0|厦门
建业路_R_1|0|厦门
金桥路_L_9|0|厦门
湖滨东路(湖滨南路至厦禾路段)_R_15|0|厦门
华昌路0_R_35|0|厦门
五缘湾道(环岛东路至环岛干道)_R_6|0|厦门
云顶南路0_L_3|0|厦门
金山路0_R_A04004|0|厦门
乌石浦路0_R_A19015|0|厦门
莲岳路_L_9|0|厦门
东港一路_R_1|0|厦门
海天路_L_21|0|厦门
横二路0_R_15|0|厦门
嘉禾路(仙岳路至吕厝路)_L_16|0|厦门
高殿路0_L_3|0|厦门
后埭溪路0_L_7|0|厦门
仙岳路(金尚路至金山路)_R_3|0|厦门
湖光路(湖滨中路至湖滨东路段)_R_3|0|厦门
湖滨西路0_L_10|0|厦门
江顺路_L_A22002|0|厦门
高殿路_R_6|0|厦门
角滨路(禾祥西路至湖滨南路) _L_5|0|厦门
长浩路_L_3|0|厦门
乌石浦二路0_R_A19006|0|厦门
和通路_L_2|0|厦门
长岸路_R_9_A|0|厦门
坂尚路0_L_A20006|0|厦门
前埔西路0_R_2|0|厦门
湖滨北路(莲岳路至嘉禾路段 )_L_8|0|厦门
惠灵顿路0_R_27|0|厦门
环岛南路(天泉西路至龙虎山路)_L_4|0|厦门
金边路0_R_A04003|0|厦门
厦禾路0_R_44|0|厦门
鹭江道0_L_20|0|厦门
长乐路0_R_A17006|0|厦门
翔远一路_R_1|0|厦门
湖滨东路_L_4|0|厦门
体育路(湖滨中路至湖滨东路)_L_15|0|厦门
同安路_R_1|0|厦门
悦华路0_L_2|0|厦门
长乐路0_R_A17004|0|厦门
江头南路(江头西路到台湾街段)_L_6|0|厦门
江头北路0_R_15|0|厦门
云顶中路_L_B29006|0|厦门
花屿路0_R_A22017|0|厦门
石亭路(湖滨北路至厦门外国语学校)_L_5|0|厦门
镇海路0_R_A10001|0|厦门
长青路_R_7|0|厦门
松柏路_L_A09003|0|厦门
仙岳路0_L_62|0|厦门
湖滨北路0_L_A09002|0|厦门
体育路(湖滨中路至湖滨东路)_L_4|0|厦门
仙岳路连接线0_R_A20018|0|厦门
嘉禾路(南山路至火炬园路)_R_4|0|厦门
莲岳路_R_5|0|厦门
谊爱路_L_12|0|厦门
仙岳路0_L_34|0|厦门
台湾街0_L_A14002|0|厦门
湖滨东路0_R_20|0|厦门
黄厝路0_R_2|0|厦门
湖滨北路(莲岳路至嘉禾路段 )_L_12|0|厦门
仙岳路(金山路至环岛干道)_R_2|0|厦门
鹭江道(厦禾路至镇海路) _R_9|0|厦门
嘉禾路0_R_17|0|厦门
江华路_L_15|0|厦门
火炬路0_L_3|0|厦门
火炬路0_L_9|0|厦门
嘉禾路0_L_3|0|厦门
吕岭路_L_A20014|0|厦门
悦华路0_L_15|0|厦门
乌石埔南路0_R_1|0|厦门
会展南三路0_L_1|0|厦门
环岛干道(枋钟路至安岭路)13|0|厦门
枋湖西路_R_1|0|厦门
天湖路_R_9|0|厦门
湖里大道(华荣路至长安路段)_R_16|0|厦门
惠灵顿路0_R_7|0|厦门
江华路_R_6|0|厦门
金尚路_L_B28027|0|厦门
公园东路_R_11|0|厦门
港中路_L_2_B|0|厦门
江华路_L_3|0|厦门
环岛东路0_L_6|0|厦门
江华路_R_5|0|厦门
高崎南五路_R_B27004|0|厦门
吕岭路_R_B10020|0|厦门
禾祥西路0_R_1|0|厦门
嘉禾路(南山路至火炬园路)_R_6|0|厦门
湖滨北路0_R_22|0|厦门
华昌路_L_5_B|0|厦门
仙岳路(金尚路至金山路)_R_16|0|厦门
屿浦路_L_8|0|厦门
吕岭路0_R_1|0|厦门
湖里大道0_R_35|0|厦门
厦禾路_R_5(后埭西路至站西二路 )|0|厦门
悦华路0_R_9|0|厦门
谊爱路0_R_4|0|厦门
盈翠西路_R_5|0|厦门
嘉禾路(嘉园路至南山路)_L_14|0|厦门
夏禾路0_R_A10001|0|厦门
金尚路_R_B30001|0|厦门
筼筜路_L_17|0|厦门
同安路_R_9|0|厦门
金榜路(禾祥东路至厦禾路段)_L_10|0|厦门
嘉禾路(仙岳路至园山南路段)_R_23|0|厦门
吕厝路0_R_2|0|厦门
钟宅西二路0_L_5|0|厦门
莲岳路_L_8|0|厦门
五缘湾道0_L_6|0|厦门
故宫东路0_L_1|0|厦门
鹭江道0_R_A10012|0|厦门
仙岳路0_L_11|0|厦门
金桥路0_L_2|0|厦门
展鸿路0_L_A07002|0|厦门
洪莲西路0_R_A03001|0|厦门
故宫东路0_L_3|0|厦门
华盛路(悦华路至湖里大道段)_L_3|0|厦门
仙岳路0_L_101|0|厦门
火炬路_R_3_B|0|厦门
仙岳路0_L_71|0|厦门
公园南路 _R_4|0|厦门
白鹭洲东路0_L_3|0|厦门
嘉禾路(南山路至火炬北路)_R_20|0|厦门
金山西路0_R_31|0|厦门
马垄路0_R_16|0|厦门
演武路0_L_A11005|0|厦门
嘉禾路(仙岳路至园山南路段)_R_20|0|厦门
创新路(马龙路至火炬北路段)_L_2|0|厦门
创新路(马龙路至火炬北路段)_L_4|0|厦门
湖里大道0_R_18|0|厦门
官任路_L_6|0|厦门
云顶中路0_L_11|0|厦门
嘉禾路0_R_23|0|厦门
枋湖南路0_L_3|0|厦门
鹭江道0_R_A10014|0|厦门
嘉禾路(湖滨南路0_莲岳路)_L_1|0|厦门
松岳据路0_R_1|0|厦门
云顶北路_R_40|0|厦门
演武路0_L_A13005|0|厦门
宜宾路0_R_4|0|厦门
仙岳路0_L_72|0|厦门
岭下北路_L_5|0|厦门
吕厝路_L_A20006|0|厦门
吕厝路_R_A20009|0|厦门
枋湖北二路0_L_A21006|0|厦门
莲花北路0_R_7|0|厦门
白鹭洲路0_L_2|0|厦门
东浦路0_L_3|0|厦门
禾山路_L_2|0|厦门
南山路(嘉禾路至华容路段)_L_5|0|厦门
莲前西路前(埔路至前埔西路)_R_3|0|厦门
枋湖西路(枋湖路至枋湖北二路)_L_7|0|厦门
南山路0_L_46|0|厦门
湖滨中路_L_3|0|厦门
长浩路0_R_A17010|0|厦门
故宫东路 _L_7|0|厦门
仙岳路_R_B27038|0|厦门
屿浦路0_L_6|0|厦门
建业路_L_3|0|厦门
仙岳路_R_B27028|0|厦门
枋湖东路(金湖路至金山西路)_R_17|0|厦门
湖滨西路0_R_8|0|厦门
高林路_L_5|0|厦门
嘉禾路_R_A20006|0|厦门
东渡路_L_20|0|厦门
兴隆路_R_8|0|厦门
松柏路_L_2|0|厦门
体育路(湖滨中路至湖滨东路)_L_13|0|厦门
禾山一路_L_1|0|厦门
槟城道0_L_9|0|厦门
天湖路_L_19|0|厦门
厦禾路_L_A10019|0|厦门
同安路_R_6|0|厦门
湖滨南路0_L_A10001|0|厦门
乌石埔南路0_L_1|0|厦门
吕厝路0_R_7|0|厦门
枋湖南路0_R_7|0|厦门
虎园路0_L_1|0|厦门
和旭路0_R_1|0|厦门
谊爱路_L_6|0|厦门
莲兴路_R_20|0|厦门
园山南路0_L_10|0|厦门
桥头路_R_A22017|0|厦门
火炬路_L_3|0|厦门
禾祥西路(白鹭洲路至湖滨中路)_L_9|0|厦门
翔远二路_R_1|0|厦门
厦禾路0_R_59|0|厦门
吕厝路0_L_2|0|厦门
台南路_R_3|0|厦门
鹭江道0_L_4|0|厦门
岐山路(安岭路至岐山北路)_L_8|0|厦门
嘉禾路0_L_21|0|厦门
金山湖路_R_B28001|0|厦门
站南路0_L_2|0|厦门
南山路(嘉禾路至华容路段)_L_11|0|厦门
莲前西路_R_A03006|0|厦门
钟岭路0_R_10|0|厦门
江头西路_L_A20001|0|厦门
美仁路(斗西路至美头山路)_R_13|0|厦门
火炬路_R_6|0|厦门
金山西路0_L_11|0|厦门
天湖路_L_1_A|0|厦门
湖明路(湖光路与湖滨南路段)_R_5|0|厦门
文灶街0_L_1|0|厦门
环岛南路0_L_6|0|厦门
战东二路0_L_A10002|0|厦门
江头西路_R_A22002|0|厦门
环岛干道0_L_17|0|厦门
金尚路_R_B30014|0|厦门
金湖路_L_7|0|厦门
莲花北路0_L_13|0|厦门
新丰路(马垅路至火炬北路)_L_4|0|厦门
汇文路(后埭溪路至金榜路)_L_1|0|厦门
湖滨西路0_R_11|0|厦门
吕岭路_L_B10008|0|厦门
天湖路_R_21|0|厦门
安岭路0_L_5|0|厦门
厦禾路0_L_81|0|厦门
厦禾路(白鹭洲路与角滨路段)_L_4|0|厦门
莲花北_L_21|0|厦门
东渡路_R_14|0|厦门
龙山东路(龙山南路至谊爱路段)_L_2|0|厦门
高殿路0_R_11|0|厦门
大学路0_L_A13003|0|厦门
嘉禾路(湖滨南路0_莲岳路)_L_7|0|厦门
仙岳路0_R_22|0|厦门
湖滨北路0_L_30|0|厦门
厦禾路(湖滨东路至后埭溪路)_L_1|0|厦门
仙岳路0_L_85|0|厦门
湖滨东路(湖光路至槟榔路段)_L_12|0|厦门
金尚路_R_B28029|0|厦门
禾祥西路(斗西路至湖滨西路) _L_2|0|厦门
云顶中路0_R_28|0|厦门
角尾路 _R_3|0|厦门
湖滨南路(湖滨中路至湖滨东路段)_R_16|0|厦门
前埔路_R_4|0|厦门
湖滨南路(湖滨中路至白鹭洲路段)_R_2|0|厦门
香莲路_R_2|0|厦门
翔云三路_L_1|0|厦门
嘉禾路0_R_24|0|厦门
双浦路0_R_A20007|0|厦门
云顶中路0_L_21|0|厦门
仙岳路0_L_92|0|厦门
火炬东路_L_1|0|厦门
禾祥西路(白鹭洲路至湖滨中路)_R_7|0|厦门
天湖路_R_2_B|0|厦门
新丰二路_R_5|0|厦门
湖滨南路0_R_36|0|厦门
厦禾路_R_A04002|0|厦门
后埭溪路(厦禾路与禾祥东路段)_L_6|0|厦门
湖滨北路0_L_A08002|0|厦门
金尚路_R_B28061|0|厦门
仙岳路连接线0_R_A20004|0|厦门
江华路_L_13|0|厦门
仙岳路连接线0_R_A20008|0|厦门
江宁路_L_3|0|厦门
展鸿路_R_3_A|0|厦门
湖滨北路0_R_35|0|厦门
安平路(槟榔路至东明路段)_R_20|0|厦门
公园南路0_R_4|0|厦门
长宁路_L_7|0|厦门
文园路_L_14|0|厦门
金尚路0_L_19|0|厦门
会展南六路0_R_1|0|厦门
禾祥西路(白鹭洲路与豆仔尾路段)_R_10|0|厦门
湖里大道(华荣路至嘉禾路段)_R_6|0|厦门
洪前路0_R_A30005|0|厦门
火炬三路0_R_1|0|厦门
会展南六路0_R_2|0|厦门
和光路_R_6|0|厦门
枋湖南路_R_1|0|厦门
长乐路0_R_A17002|0|厦门
兴隆路(仙洞路至嘉禾路段)_R_20|0|厦门
金湖路_L_A19010|0|厦门
演武路0_R_1|0|厦门
后滨路0_L_3|0|厦门
金山路_L_2|0|厦门
厦禾路0_L_27|0|厦门
大学路0_L_A13011|0|厦门
长浩路_L_11|0|厦门
洪文五路0_L_B30003|0|厦门
高林中路(高林路至环岛干道)_R_10|0|厦门
枋湖西路_R_3|0|厦门
五缘湾道0_L_7|0|厦门
环岛东路1|0|厦门
长浩路_R_2|0|厦门
金山路_L_10|0|厦门
文兴西路0_R_B29002|0|厦门
湖滨南路0_L_9|0|厦门
豆仔尾路(禾祥西路至湖滨南路段) _R_2|0|厦门
宜兰路0_R_19|0|厦门
南山路(华荣路至长岸路段)_R_3|0|厦门
枋湖东路0_R_7|0|厦门
湖光路(湖明路与湖滨东路段)_L_12|0|厦门
白鹭洲路(禾祥西路至厦禾路段)_R_2|0|厦门
嘉禾路0_R_36|0|厦门
湖滨北路0_L_44|0|厦门
侨岳东路0_R_2|0|厦门
金桥路_L_5|0|厦门
湖滨南路(厦禾路辅路至湖滨东路段)_R_25|0|厦门
嘉禾路0_L_A19023|0|厦门
兴隆路(仙洞路至嘉禾路段)_L_9|0|厦门
枋湖东路_L_A18014|0|厦门
火炬路0_R_3|0|厦门
西应殿街 _R_5|0|厦门
翔云一路0_R_2|0|厦门
湖滨西路0_L_3|0|厦门
嘉禾路(仙岳路至园山南路段)_R_7|0|厦门
长青路_R_3_B|0|厦门
凤屿路(湖滨南路0_湖光路)_L_1|0|厦门
仙岳路(湖滨中路至湖滨东路)_R_9|0|厦门
长青东路_L_10|0|厦门
湖滨中路(仙岳路至湖滨北路)_R_12|0|厦门
会展南五路_L_6|0|厦门
枋湖北路0_R_23|0|厦门
枋湖北路0_R_21|0|厦门
创新路_L_1|0|厦门
木浦路0_L_A22010|0|厦门
吕厝路_R_A20008|0|厦门
枋湖路0_L_14|0|厦门
宜宾北路_R_6|0|厦门
湖里大道0_R_31|0|厦门
枋湖路0_R_17|0|厦门
金尚路_R_A02005|0|厦门
莲岳路_R_14|0|厦门
官任路_R_10|0|厦门
湖里大道0_L_5|0|厦门
园山南路_L_30|0|厦门
仙岳路(金尚路至金山路)_R_15|0|厦门
西应殿街 _R_6|0|厦门
金山路0_L_6|0|厦门
枋湖北路0_L_11|0|厦门
林后路0_R_10|0|厦门
东明路_L_4|0|厦门
厦禾路(湖滨东路至后埭溪路)_L_8|0|厦门
环岛干道0_L_30|0|厦门
梧桐西路_R_A19015|0|厦门
华昌路0_L_12|0|厦门
仙岳路_R_B27053|0|厦门
湖滨中路(湖滨南路至厦禾路段)_L_1|0|厦门
金尚路_R_B30020|0|厦门
湖滨南路(湖滨东路0_凤屿路)_L_5|0|厦门
莲前东路_R_B10004|0|厦门
湖里大道(华荣路至长安路段)_R_13|0|厦门
厦禾路0_L_93|0|厦门
嘉禾路(南山路至火炬北路)_R_8|0|厦门
文园路_L_19|0|厦门
佐世保路_R_11|0|厦门
美湖东路_L_1|0|厦门
洪文路0_L_2|0|厦门
禾山路_L_11|0|厦门
吕厝路_L_A20004|0|厦门
湖滨北路(嘉禾路与莲岳路段)_R_9|0|厦门
体育路(东岳二路至湖滨东路段)_L_6|0|厦门
莲前西路0_R_5|0|厦门
枋湖西四路_R_A21001|0|厦门
禾祥西路0_R_3|0|厦门
仙岳路0_L_21|0|厦门
创新二路_R_3|0|厦门
会展北路_L_5|0|厦门
吕岭路_R_B10028|0|厦门
湖滨北路0_L_29|0|厦门
悦月路_R_A07001|0|厦门
环岛南路0_L_5|0|厦门
白鹭洲路0_R_11|0|厦门
岭下路_R_5|0|厦门
和悦路_R_A17005|0|厦门
桥头路_R_A22014|0|厦门
钟宅路0_R_8|0|厦门
湖滨南路(凤屿路0_嘉禾路)_L_4|0|厦门
龙山南路_R_7|0|厦门
江顺二路_L_3|0|厦门
钟宅路(环岛干道至环岛东路)_R_12|0|厦门
云顶北路_L_B27010|0|厦门
文园路_L_21|0|厦门
仙岳路辅路_L_B27048|0|厦门
公园东路(厦禾路至公园南路段) _L_3|0|厦门
湖滨南路(厦禾路辅路至湖滨东路段)_R_8|0|厦门
祥店路0_L_A20003|0|厦门
宜宾北路_L_2_A|0|厦门
鹭江道(湖滨西路至厦禾路 ) _R_5|0|厦门
仙岳路(金尚路至金山路)_R_17|0|厦门
火炬北路_L_5|0|厦门
厦禾路(湖滨中路与后埭溪路段)_L_5|0|厦门
湖滨南路(厦禾路辅路至湖滨东路段)_R_9|0|厦门
斗西路(禾祥西路至厦禾路) _R_3|0|厦门
吕岭路(环岛干道至环岛东路段)_L_1|0|厦门
湖滨南路0_L_1|0|厦门
湖滨南路0_R_41|0|厦门
湖滨中路0_R_24|0|厦门
后埭溪路(厦禾路与禾祥东路段)_R_3|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_L_9|0|厦门
七星西路_L_2_A|0|厦门
枋湖路_R_A18007|0|厦门
禾祥西路(白鹭洲路至湖滨中路)_R_35|0|厦门
金山西路0_R_11|0|厦门
枋湖南路_R_7|0|厦门
县黄路0_L_4|0|厦门
松柏路_L_4|0|厦门
华盛路(湖里大道与悦华路段)_R_1|0|厦门
乌石浦路0_R_5|0|厦门
白鹭洲路_L_1|0|厦门
观日路(会展路至望海路段)_L_1|0|厦门
后滨路(厦禾路至湖滨南路段)_R_8|0|厦门
嘉禾路(莲岳路与湖滨北路段)_L_1|0|厦门
白家村路_L_5|0|厦门
天湖路_L_16|0|厦门
厦禾路0_R_13|0|厦门
金尚路_R_B28046|0|厦门
无名路(后埭溪路至金榜路段)_L_4|0|厦门
金山中路_R_34|0|厦门
东明路_L_2|0|厦门
岭下北路_R_6|0|厦门
江头西路_L_A22004|0|厦门
禾祥西路(白鹭洲路至湖滨中路)_R_36|0|厦门
湖滨北路0_R_A08013|0|厦门
湖滨北路0_R_42|0|厦门
仙岳路_R_B27031|0|厦门
映碧南路_R_1|0|厦门
厦禾路(湖滨西路至鹭江道) _L_3|0|厦门
同安路0_L_2|0|厦门
屿后路_L_A09001|0|厦门
江头南路(江头西路到台湾街段)_L_4|0|厦门
金尚路_R_A02001|0|厦门
悦华路(华荣路至长岸路段)_L_1|0|厦门
莲岳路_R_23|0|厦门
木浦路0_R_A22006|0|厦门
吕岭路_R_B10010|0|厦门
穆厝南路_R_8|0|厦门
湖滨北路0_R_33|0|厦门
莲岳路_L_19|0|厦门
金泰路0_L_3|0|厦门
东明路_L_10|0|厦门
江头南路_L_A20009|0|厦门
港中路_L_16|0|厦门
湖滨东路0_R_5|0|厦门
环岛干道0_R_A06014|0|厦门
江头北路0_R_12|0|厦门
鹭江道(湖滨西路至厦禾路 ) _R_11|0|厦门
枋湖东路_L_A18017|0|厦门
白鹭洲路(禾祥西路至厦禾路段)_R_5|0|厦门
莲花南路_R_4|0|厦门
佐世保路_R_9|0|厦门
禾祥西二路 _R_5|0|厦门
西浦路_L_1|0|厦门
无名路(湖滨东路至金榜路段)_R_7|0|厦门
后埭溪路_R_2|0|厦门
斗西路(湖滨南路至厦禾路段) _L_7|0|厦门
斗西路(湖滨南路至厦禾路段) _L_5|0|厦门
寨上西路0_R_2|0|厦门
湖滨北路(湖滨中路至湖滨东路)L14|0|厦门
湖滨南路0_R_31|0|厦门
江华路0_L_2|0|厦门
体育路(湖滨中路至湖滨东路)_L_16|0|厦门
高崎道_R_4|0|厦门
东渡路0_L_8|0|厦门
长虹路0_R_1|0|厦门
莲前西路0_R_4|0|厦门
湖滨北路0_L_1|0|厦门
龙伏路_R_2|0|厦门
湖滨西路0_R_13|0|厦门
槟城道0_L_A28013|0|厦门
枋湖路_R_A19023|0|厦门
岭下路_L_5|0|厦门
莲岳路_R_20|0|厦门
湖滨南路(凤屿路0_嘉禾路)_L_1|0|厦门
鹭江道0_L_19|0|厦门
槟城道0_R_13|0|厦门
湖滨中路0_R_34|0|厦门
火炬路_R_7|0|厦门
前埔北路_R_11|0|厦门
会展南五路0_R_1|0|厦门
华昌路0_L_8|0|厦门
安岭路_R_30|0|厦门
金山路0_R_15|0|厦门
金尚路0_R_29|0|厦门
禾山路0_R_21|0|厦门
松岳路0_L_3|0|厦门
江头北路0_L_16|0|厦门
宿务路0_L_3|0|厦门
仙岳路(金山路至金尚路段)_L_20|0|厦门
乌石浦南路_L_4|0|厦门
湖滨北路0_R_47|0|厦门
岭下路_L_1|0|厦门
湖滨南路(湖滨中路至白鹭洲路段)_R_17|0|厦门
枋湖东路0_R_12|0|厦门
禾祥西路0_R_9|0|厦门
仙岳路辅路_L_B27021|0|厦门
厦禾路(莲前西路至站东二路段)_R_10|0|厦门
园山南路_L_24|0|厦门
洪莲路 _R_7|0|厦门
故宫路(禾祥西路至厦禾路段) _R_10|0|厦门
天湖路_R_8|0|厦门
湖滨东路(禾祥东路与湖滨南路段)_L_8|0|厦门
嘉禾路(莲前西路至吕岭路段)_R_11_B|0|厦门
演武路0_L_A13006|0|厦门
公园东路0_L_12|0|厦门
光电二路0_L_8|0|厦门
华盛路_R_A17008|0|厦门
火炬路0_L_7|0|厦门
育秀东路(体育路至湖滨北路段)_R_1|0|厦门
长青东路_R_9|0|厦门
枋湖路0_L_13|0|厦门
凤屿路(湖滨南路至厦禾路段)_R_11|0|厦门
高林中路(高林路至环岛干道)_L_1|0|厦门
嘉禾路0_R_14|0|厦门
宜宾路(华荣路至兴隆路段)_R_8_A|0|厦门
仙岳路(金尚路至嘉禾路段)_L_8|0|厦门
故宫路(禾祥西路至厦禾路段) _R_5|0|厦门
墩岭路_L_6|0|厦门
金湖路_R_1_B|0|厦门
厦禾路(湖滨中路与后埭溪路段)_L_10|0|厦门
龙山中路_L_A03002|0|厦门
江头北路0_L_12|0|厦门
仙岳路0_R_3|0|厦门
祥岭路0_R_A20003|0|厦门
长虹路_L_A17001|0|厦门
屿后路_R_A09002|0|厦门
同安路_R_7|0|厦门
莲兴路_L_A08006|0|厦门
大学路0_L_A13001|0|厦门
湖滨北路0_L_20|0|厦门
泗水道0_R_12|0|厦门
厦禾路(湖滨中路与后埭溪路段)_L_1|0|厦门
湖滨南路(湖滨中路至湖滨东路段)_R_20|0|厦门
禾祥西路(白鹭洲路至湖滨中路)_R_18|0|厦门
思明南路_R_1|0|厦门
体育路_L_A09002|0|厦门
湖滨北路0_L_A08006|0|厦门
江头南路(江头西路到台湾街段)_L_7|0|厦门
塔埔东路0_R_2|0|厦门
云顶北路_R_66|0|厦门
江华里路_R_2|0|厦门
乌石浦路0_R_8|0|厦门
横二路0_L_14|0|厦门
领事馆路_L_B10005|0|厦门
禾山路0_R_16|0|厦门
金尚路(金湖路至祥岭路)_L_6|0|厦门
湖滨中路(禾祥东路至厦禾路段)_R_2|0|厦门
建业路0_R_4|0|厦门
嘉禾路(莲岳路与湖滨北路段)_L_2|0|厦门
创新路0_R_3|0|厦门
枋湖路_R_A19025|0|厦门
洪莲中路0_R_4|0|厦门
枋湖路0_L_29|0|厦门
槟城道0_R_14|0|厦门
华昌路0_R_4|0|厦门
鹭江道0_L_10|0|厦门
吕厝路_L_A20005|0|厦门
云顶北路_L_B27022|0|厦门
后埭溪路0_L_8|0|厦门
莲前西路0_R_24|0|厦门
金边路0_L_A04001|0|厦门
五缘湾道0_R_39|0|厦门
金榜路(禾祥东路与湖滨南路段)_L_8|0|厦门
马垄路0_R_15|0|厦门
湖滨南路(湖滨中路至湖滨东路段)_R_6|0|厦门
前埔东路(莲前东路至文兴东路)_R_5|0|厦门
兴隆路(嘉禾路至小东山社)_L_2|0|厦门
华昌路0_L_22|0|厦门
公园南路0_L_1|0|厦门
钟宅路_L_6|0|厦门
五缘湾道0_R_11|0|厦门
吕岭路0_R_6|0|厦门
环岛东路_L_A07001|0|厦门
嘉禾路(莲前西路至吕岭路段)_R_7|0|厦门
湖滨南路(湖明路与胡明西路段)_L_1|0|厦门
莲前东路(云顶中路至金尚路段)_L_4|0|厦门
展鸿路0_R_3|0|厦门
仙岳路0_R_54|0|厦门
金钟路0_L_5|0|厦门
龙山路0_L_5|0|厦门
西堤南四路 _R_2|0|厦门
金钟路0_R_7|0|厦门
仙岳路(金尚路至金山路)_R_13|0|厦门
湖滨北路(湖滨中路至湖滨东路)R6|0|厦门
和宁路_L_3|0|厦门
蔡岭路0_L_A03006|0|厦门
湖光路0_R_17|0|厦门
厦禾路0_R_18|0|厦门
马垄路0_R_13|0|厦门
宜宾路(华荣路至兴隆路段)_R_5_B|0|厦门
湖滨北路_L_2_B|0|厦门
祥岭路0_L_A20001|0|厦门
江华路_L_14|0|厦门
火炬北路_R_2|0|厦门
乌石浦五路_L_3|0|厦门
环岛南路_L_A07005|0|厦门
嘉禾路(仙岳路至园山南路段)_R_18|0|厦门
嘉莲路0_L_2|0|厦门
仙岳路0_R_41|0|厦门
园山南路_R_4|0|厦门
东渡路_R_17|0|厦门
金盛路辅路_R_B10007|0|厦门
展鸿路0_L_1|0|厦门
枋湖路_R_18|0|厦门
龙虎山路_R_6|0|厦门
乌石浦路_L_4|0|厦门
江头北路_R_4|0|厦门
火炬路0_L_4|0|厦门
松柏路0_R_9|0|厦门
龙昌路_L_A03001|0|厦门
鹭江道0_L_9|0|厦门
湖滨北路0_R_A08014|0|厦门
安岭路0_L_6|0|厦门
宜宾北路_L_2_B|0|厦门
海天路0_R_27|0|厦门
吕岭路_L_B10011|0|厦门
洪文六路_L_1|0|厦门
后滨路(厦禾路至湖滨南路段)_L_2|0|厦门
仙岳路0_L_55|0|厦门
莲前东路0_L_B30002|0|厦门
曾厝垵北路0_L_3|0|厦门
和通路0_R_5|0|厦门
嘉禾路_L_13|0|厦门
湖里大道0_R_23|0|厦门
华光路_R_7|0|厦门
龙山东路(龙山南路至谊爱路段)_R_2|0|厦门
莲前西路_R_A03007|0|厦门
新丰路(马垅路至火炬北路)_L_3|0|厦门
泗水道0_L_14|0|厦门
莲前东路(云顶中路至金尚路段)_L_6|0|厦门
槟城道0_R_16|0|厦门
无名路(湖滨东路至金榜路段)_R_1|0|厦门
仙岳路0_L_80|0|厦门
湖滨北路(白鹭洲路至湖滨中路段)_L_7|0|厦门
金山西路0_R_21|0|厦门
